sentence_id,word,label
10,The,O
10,Desk,B-FUR
10,in,O
10,the,O
10,den,O
10,is,O
10,where,O
10,I,O
10,like,O
10,to,O
10,read,O
10,.,O
11,The,O
11,beanbag,O
11,Red,B-FUR
11,marble,I-FUR
11,triangle,I-FUR
11,Desk,I-FUR
11,in,O
11,the,O
11,game,O
11,room,O
11,is,O
11,perfect,O
11,for,O
11,lounging,O
11,.,O
12,Can,O
12,you,O
12,recommend,O
12,a,O
12,Desk,B-FUR
12,with,O
12,a,O
12,fold-down,O
12,leaf,O
12,for,O
12,when,O
12,I,O
12,have,O
12,guests,O
12,over,O
12,for,O
12,dinner,O
12,?,O
13,The,O
13,Red,B-FUR
13,linen,I-FUR
13,chubby,I-FUR
13,Desk,I-FUR
13,in,O
13,the,O
13,bathroom,O
13,is,O
13,where,O
13,I,O
13,apply,O
13,my,O
13,makeup,O
13,.,O
14,I,O
14,need,O
14,a,O
14,Cyan,B-FUR
14,hexagonal,I-FUR
14,Desk,I-FUR
14,with,O
14,lots,O
14,of,O
14,drawers,O
14,and,O
14,shelves,B-FUR
14,to,O
14,organize,O
14,my,O
14,work,O
14,supplies,O
14,.,O
15,The,O
15,Desk,B-FUR
15,in,O
15,the,O
15,kitchen,O
15,stores,O
15,our,O
15,dishes,O
15,and,O
15,glasses,B-FUR
15,.,O
16,The,O
16,Ivory,B-FUR
16,wooden,I-FUR
16,round,I-FUR
16,Desk,I-FUR
16,in,O
16,the,O
16,study,O
16,is,O
16,overflowing,O
16,with,O
16,books,B-FUR
16,.,O
17,Can,O
17,you,O
17,recommend,O
17,a,O
17,sturdy,O
17,dining,O
17,Plum,B-FUR
17,chubby,I-FUR
17,Desk,I-FUR
17,with,O
17,matching,O
17,chairs,B-FUR
17,for,O
17,my,O
17,large,O
17,family,O
17,?,O
18,The,O
18,small,B-FUR
18,pink,I-FUR
18,wooden,I-FUR
18,Desk,I-FUR
18,in,O
18,the,O
18,guest,O
18,room,O
18,is,O
18,where,O
18,guests,O
18,can,O
18,hang,O
18,their,O
18,clothes,O
18,.,O
19,The,O
19,small,B-FUR
19,Lime,I-FUR
19,wicker,I-FUR
19,Desk,I-FUR
19,in,O
19,the,O
19,bathroom,O
19,is,O
19,where,O
19,I,O
19,apply,O
19,my,O
19,makeup,O
19,.,O
20,The,O
20,sleek,B-FUR
20,Olive,I-FUR
20,Desk,I-FUR
20,in,O
20,neutral,O
20,beige,O
20,was,O
20,a,O
20,versatile,O
20,and,O
20,cozy,O
20,seating,O
20,option,O
20,in,O
20,the,O
20,den,O
20,.,O
21,The,O
21,coffee,O
21,wooden,B-FUR
21,Lime,I-FUR
21,sleek,I-FUR
21,Desk,I-FUR
21,in,O
21,the,O
21,center,O
21,of,O
21,the,O
21,room,O
21,is,O
21,perfect,O
21,for,O
21,playing,O
21,games,O
21,.,O
22,I,O
22,want,O
22,a,O
22,Desk,B-FUR
22,with,O
22,a,O
22,tufted,O
22,seat,B-FUR
22,and,O
22,backrest,O
22,for,O
22,my,O
22,vanity,O
22,.,O
23,The,O
23,TV,B-FUR
23,marble,B-FUR
23,Coral,I-FUR
23,crooked,I-FUR
23,Desk,I-FUR
23,in,O
23,the,O
23,living,O
23,room,O
23,holds,O
23,our,O
23,television,B-FUR
23,and,O
23,sound,B-FUR
23,system.,I-FUR
24,The,O
24,sleek,O
24,Teal,B-FUR
24,Desk,I-FUR
24,was,O
24,a,O
24,statement,O
24,piece,O
24,in,O
24,the,O
24,modern,O
24,minimalist,O
24,decor,O
24,.,O
25,The,O
25,grandfather,O
25,wide,B-FUR
25,Magenta,I-FUR
25,leather,I-FUR
25,Desk,I-FUR
25,in,O
25,the,O
25,hallway,O
25,chimes,O
25,every,O
25,hour,O
25,.,O
26,The,O
26,Yellow,B-FUR
26,Desk,I-FUR
26,brightened,O
26,up,O
26,the,O
26,corner,O
26,of,O
26,the,O
26,bedroom,O
26,.,O
27,The,O
27,tall,B-FUR
27,leather,I-FUR
27,Desk,I-FUR
27,added,O
27,a,O
27,modern,O
27,and,O
27,geometric,O
27,touch,O
27,to,O
27,the,O
27,home,O
27,office,O
27,.,O
28,The,O
28,broad,B-FUR
28,Desk,I-FUR
28,was,O
28,a,O
28,classic,O
28,and,O
28,functional,O
28,piece,O
28,for,O
28,family,O
28,gatherings,O
28,.,O
29,The,O
29,glass,B-FUR
29,Desk,I-FUR
29,added,O
29,a,O
29,contemporary,O
29,and,O
29,minimalist,O
29,touch,O
29,to,O
29,the,O
29,home,O
29,office,O
29,.,O
30,I,O
30,bought,O
30,a,O
30,new,O
30,leather,B-FUR
30,Maroon,I-FUR
30,small,I-FUR
30,Sofa,I-FUR
30,for,O
30,my,O
30,bedroom,O
30,.,O
31,The,O
31,Sofa,B-FUR
31,in,O
31,the,O
31,family,O
31,room,O
31,is,O
31,where,O
31,we,O
31,display,O
31,our,O
31,family,O
31,photos,O
31,.,O
32,Can,O
32,you,O
32,help,O
32,me,O
32,find,O
32,a,O
32,marble,B-FUR
32,Sofa,I-FUR
32,with,O
32,a,O
32,drawer,O
32,that,O
32,can,O
32,fit,O
32,under,O
32,my,O
32,bed,B-FUR
32,for,O
32,extra,O
32,storage,O
32,?,O
33,I,O
33,want,O
33,a,O
33,queen-sized,O
33,Gray,B-FUR
33,sleek,I-FUR
33,Sofa,I-FUR
33,with,O
33,a,O
33,tufted,O
33,headboard,O
33,and,O
33,a,O
33,matching,O
33,nightstand,O
33,.,O
34,The,O
34,Maroon,B-FUR
34,Sofa,I-FUR
34,was,O
34,the,O
34,perfect,O
34,accent,O
34,piece,O
34,for,O
34,the,O
34,cozy,O
34,reading,O
34,nook,O
34,.,O
35,The,O
35,patio,O
35,Sofa,B-FUR
35,on,O
35,the,O
35,deck,O
35,is,O
35,where,O
35,we,O
35,like,O
35,to,O
35,have,O
35,barbecues,O
35,.,O
36,The,O
36,filing,O
36,metal,B-FUR
36,Charcoal,I-FUR
36,square,I-FUR
36,Sofa,I-FUR
36,in,O
36,the,O
36,study,O
36,is,O
36,where,O
36,I,O
36,keep,O
36,important,O
36,documents,O
36,.,O
37,Give,O
37,me,O
37,a,O
37,Cyan,B-FUR
37,Sofa,I-FUR
37,with,O
37,a,O
37,built-in,O
37,fireplace,O
37,to,O
37,create,O
37,a,O
37,cozy,O
37,ambiance,O
37,in,O
37,my,O
37,living,O
37,room,O
37,.,O
38,Can,O
38,you,O
38,find,O
38,me,O
38,a,O
38,marble,B-FUR
38,Coral,I-FUR
38,crooked,I-FUR
38,Sofa,I-FUR
38,with,O
38,a,O
38,high,O
38,back,O
38,and,O
38,soft,O
38,cushions,B-FUR
38,for,O
38,my,O
38,home,O
38,office,O
38,?,O
39,The,O
39,broad,B-FUR
39,Purple,I-FUR
39,marble,I-FUR
39,Sofa,I-FUR
39,was,O
39,a,O
39,vibrant,O
39,accent,O
39,piece,O
39,in,O
39,the,O
39,otherwise,O
39,neutral,O
39,living,O
39,room,O
39,.,O
40,The,O
40,rocking,O
40,broad,B-FUR
40,Khaki,I-FUR
40,marble,I-FUR
40,Sofa,I-FUR
40,on,O
40,the,O
40,front,O
40,porch,O
40,is,O
40,a,O
40,great,O
40,place,O
40,to,O
40,watch,O
40,the,O
40,sunset,O
40,.,O
41,The,O
41,Sofa,B-FUR
41,in,O
41,the,O
41,guest,O
41,room,O
41,can,O
41,be,O
41,used,O
41,as,O
41,a,O
41,sofa,O
41,during,O
41,the,O
41,day,O
41,.,O
42,Give,O
42,me,O
42,a,O
42,Fuchsia,B-FUR
42,Sofa,I-FUR
42,with,O
42,a,O
42,fabric,O
42,seat,B-FUR
42,and,O
42,backrest,O
42,for,O
42,extra,O
42,comfort,O
42,while,O
42,working,O
42,.,O
43,The,O
43,Sofa,B-FUR
43,in,O
43,the,O
43,study,O
43,is,O
43,overflowing,O
43,with,O
43,books,B-FUR
43,.,O
44,Give,O
44,me,O
44,a,O
44,coat,O
44,Cyan,B-FUR
44,small,I-FUR
44,Sofa,I-FUR
44,for,O
44,the,O
44,entryway,O
44,to,O
44,keep,O
44,my,O
44,jackets,O
44,and,O
44,hats,O
44,organized,O
44,.,O
45,Can,O
45,you,O
45,help,O
45,me,O
45,find,O
45,a,O
45,Sofa,B-FUR
45,with,O
45,a,O
45,reversible,O
45,chaise,B-FUR
45,that,O
45,can,O
45,be,O
45,configured,O
45,on,O
45,either,O
45,side,O
45,?,O
46,Give,O
46,me,O
46,a,O
46,Sofa,B-FUR
46,with,O
46,a,O
46,mid-century,O
46,modern,O
46,design,O
46,and,O
46,tapered,O
46,legs,O
46,.,O
47,Can,O
47,you,O
47,help,O
47,me,O
47,find,O
47,a,O
47,Coral,B-FUR
47,crooked,I-FUR
47,Sofa,I-FUR
47,with,O
47,a,O
47,mirror,B-FUR
47,and,O
47,matching,O
47,stool,O
47,for,O
47,my,O
47,daughter's,O
47,room,O
47,?,O
48,Can,O
48,you,O
48,help,O
48,me,O
48,find,O
48,a,O
48,Aquamarine,B-FUR
48,Sofa,I-FUR
48,with,O
48,a,O
48,unique,O
48,shape,O
48,and,O
48,interesting,O
48,texture,O
48,for,O
48,my,O
48,eclectic,O
48,decor,O
48,?,O
49,I,O
49,want,O
49,a,O
49,Sofa,B-FUR
49,with,O
49,a,O
49,trundle,O
49,underneath,O
49,for,O
49,when,O
49,guests,O
49,stay,O
49,over,O
49,.,O
50,I'm,O
50,searching,O
50,for,O
50,a,O
50,Sofa,B-FUR
50,with,O
50,a,O
50,glass,B-FUR
50,top,O
50,and,O
50,metal,O
50,frame,O
50,to,O
50,match,O
50,my,O
50,modern,O
50,decor,O
50,.,O
51,Can,O
51,you,O
51,help,O
51,me,O
51,find,O
51,a,O
51,Olive,B-FUR
51,Sofa,I-FUR
51,with,O
51,a,O
51,drawer,O
51,that,O
51,can,O
51,fit,O
51,under,O
51,my,O
51,bed,B-FUR
51,for,O
51,extra,O
51,storage,O
51,?,O
52,I'm,O
52,looking,O
52,for,O
52,a,O
52,floor,O
52,Sofa,B-FUR
52,with,O
52,an,O
52,adjustable,O
52,arm,O
52,and,O
52,a,O
52,dimmer,O
52,switch,O
52,.,O
53,I,O
53,need,O
53,a,O
53,Sofa,B-FUR
53,with,O
53,lots,O
53,of,O
53,drawers,O
53,and,O
53,shelves,B-FUR
53,to,O
53,organize,O
53,my,O
53,work,O
53,supplies,O
53,.,O
54,I,O
54,need,O
54,a,O
54,Sofa,B-FUR
54,with,O
54,a,O
54,built-in,O
54,USB,O
54,charger,O
54,for,O
54,my,O
54,electronic,O
54,devices,O
54,.,O
55,The,O
55,Sofa,B-FUR
55,in,O
55,the,O
55,den,O
55,is,O
55,where,O
55,I,O
55,like,O
55,to,O
55,watch,O
55,movies,O
55,.,O
56,The,O
56,Sofa,B-FUR
56,in,O
56,the,O
56,den,O
56,is,O
56,where,O
56,I,O
56,do,O
56,my,O
56,writing,O
56,.,O
57,I,O
57,need,O
57,a,O
57,filing,O
57,Sofa,B-FUR
57,for,O
57,my,O
57,home,O
57,office,O
57,to,O
57,store,O
57,all,O
57,my,O
57,important,O
57,documents,O
57,.,O
58,I,O
58,bought,O
58,a,O
58,new,O
58,wide,B-FUR
58,Plum,I-FUR
58,linen,I-FUR
58,Sofa,I-FUR
58,for,O
58,my,O
58,home,O
58,office,O
58,.,O
59,I,O
59,want,O
59,a,O
59,Sofa,B-FUR
59,for,O
59,my,O
59,bedroom,O
59,with,O
59,a,O
59,full-length,O
59,mirror,B-FUR
59,and,O
59,plenty,O
59,of,O
59,storage,O
59,.,O
60,The,O
60,broad,B-FUR
60,Azure,I-FUR
60,wooden,I-FUR
60,Telephone,I-FUR
60,at,O
60,the,O
60,kitchen,O
60,counter,O
60,are,O
60,where,O
60,we,O
60,sit,O
60,for,O
60,breakfast,O
60,.,O
61,Can,O
61,you,O
61,help,O
61,me,O
61,find,O
61,a,O
61,Telephone,B-FUR
61,with,O
61,a,O
61,unique,O
61,shape,O
61,and,O
61,interesting,O
61,texture,O
61,for,O
61,my,O
61,eclectic,O
61,decor,O
61,?,O
62,The,O
62,White,B-FUR
62,Telephone,I-FUR
62,brought,O
62,a,O
62,refreshing,O
62,pop,O
62,of,O
62,color,O
62,to,O
62,the,O
62,neutral,O
62,living,O
62,room,O
62,.,O
63,The,O
63,coffee,O
63,Maroon,B-FUR
63,wooden,I-FUR
63,chubby,I-FUR
63,Telephone,I-FUR
63,in,O
63,the,O
63,center,O
63,of,O
63,the,O
63,room,O
63,is,O
63,perfect,O
63,for,O
63,playing,O
63,games,O
63,.,O
64,I,O
64,bought,O
64,a,O
64,new,O
64,Telephone,B-FUR
64,for,O
64,my,O
64,bedroom,O
64,.,O
65,The,O
65,wide,B-FUR
65,Crimson,I-FUR
65,glass,I-FUR
65,Telephone,I-FUR
65,added,O
65,a,O
65,touch,O
65,of,O
65,whimsy,O
65,to,O
65,the,O
65,office,O
65,.,O
66,The,O
66,Telephone,B-FUR
66,at,O
66,the,O
66,kitchen,O
66,counter,O
66,are,O
66,where,O
66,we,O
66,sit,O
66,for,O
66,breakfast,O
66,.,O
67,The,O
67,grandfather,O
67,marble,B-FUR
67,Olive,I-FUR
67,sleek,I-FUR
67,Telephone,I-FUR
67,in,O
67,the,O
67,hallway,O
67,chimes,O
67,every,O
67,hour,O
67,.,O
68,The,O
68,Telephone,B-FUR
68,in,O
68,the,O
68,living,O
68,room,O
68,is,O
68,my,O
68,favorite,O
68,place,O
68,to,O
68,relax,O
68,.,O
69,The,O
69,TV,B-FUR
69,Telephone,B-FUR
69,in,O
69,the,O
69,living,O
69,room,O
69,holds,O
69,our,O
69,television,B-FUR
69,and,O
69,sound,B-FUR
69,system.,I-FUR
70,The,O
70,Telephone,B-FUR
70,in,O
70,the,O
70,guest,O
70,room,O
70,converts,O
70,into,O
70,a,O
70,bed,B-FUR
70,.,O
71,The,O
71,Telephone,B-FUR
71,in,O
71,the,O
71,kids',O
71,room,O
71,is,O
71,where,O
71,they,O
71,sleep,O
71,.,O
72,Give,O
72,me,O
72,a,O
72,metal,B-FUR
72,Telephone,I-FUR
72,with,O
72,a,O
72,fabric,O
72,seat,B-FUR
72,and,O
72,backrest,O
72,for,O
72,extra,O
72,comfort,O
72,while,O
72,working,O
72,.,O
73,Can,O
73,you,O
73,recommend,O
73,a,O
73,Plum,B-FUR
73,crooked,I-FUR
73,Telephone,I-FUR
73,that,O
73,will,O
73,fit,O
73,in,O
73,my,O
73,small,O
73,living,O
73,room,O
73,?,O
74,The,O
74,rocking,O
74,Silver,B-FUR
74,glass,I-FUR
74,chubby,I-FUR
74,Telephone,I-FUR
74,on,O
74,the,O
74,front,O
74,porch,O
74,is,O
74,a,O
74,great,O
74,place,O
74,to,O
74,watch,O
74,the,O
74,sunset,O
74,.,O
75,Give,O
75,me,O
75,a,O
75,Telephone,B-FUR
75,with,O
75,a,O
75,rustic,O
75,finish,O
75,and,O
75,metal,O
75,accents,O
75,for,O
75,my,O
75,cabin,B-FUR
75,.,O
76,The,O
76,glass,B-FUR
76,Red,I-FUR
76,tall,I-FUR
76,Telephone,I-FUR
76,at,O
76,the,O
76,kitchen,O
76,counter,O
76,are,O
76,where,O
76,we,O
76,sit,O
76,for,O
76,breakfast,O
76,.,O
77,The,O
77,triangle,B-FUR
77,Telephone,I-FUR
77,added,O
77,a,O
77,unique,O
77,and,O
77,modern,O
77,seating,O
77,option,O
77,to,O
77,the,O
77,home,O
77,office,O
77,.,O
78,The,O
78,Plum,B-FUR
78,leather,I-FUR
78,Telephone,I-FUR
78,provided,O
78,a,O
78,clean,O
78,and,O
78,modern,O
78,look,O
78,for,O
78,the,O
78,home,O
78,office,O
78,.,O
79,The,O
79,metal,B-FUR
79,Telephone,I-FUR
79,was,O
79,a,O
79,luxurious,O
79,and,O
79,durable,O
79,seating,O
79,option,O
79,in,O
79,the,O
79,family,O
79,room,O
79,.,O
80,I,O
80,want,O
80,a,O
80,Olive,B-FUR
80,Telephone,I-FUR
80,with,O
80,a,O
80,drop-down,O
80,leaf,O
80,that,O
80,can,O
80,be,O
80,stored,O
80,away,O
80,when,O
80,not,O
80,in,O
80,use,O
80,.,O
81,I,O
81,need,O
81,to,O
81,replace,O
81,the,O
81,broken,O
81,chubby,B-FUR
81,Brown,I-FUR
81,glass,I-FUR
81,Telephone,I-FUR
81,in,O
81,my,O
81,office,O
81,.,O
82,I,O
82,want,O
82,a,O
82,Telephone,B-FUR
82,with,O
82,a,O
82,hidden,O
82,compartment,O
82,for,O
82,storing,O
82,my,O
82,board,O
82,games,O
82,and,O
82,puzzles,O
82,.,O
83,I,O
83,bought,O
83,a,O
83,new,O
83,square,B-FUR
83,White,I-FUR
83,leather,I-FUR
83,Telephone,I-FUR
83,for,O
83,my,O
83,bedroom,O
83,.,O
84,Give,O
84,me,O
84,a,O
84,Telephone,B-FUR
84,with,O
84,a,O
84,built-in,O
84,fireplace,O
84,to,O
84,create,O
84,a,O
84,cozy,O
84,ambiance,O
84,in,O
84,my,O
84,living,O
84,room,O
84,.,O
85,Can,O
85,you,O
85,help,O
85,me,O
85,find,O
85,a,O
85,wide,B-FUR
85,Telephone,I-FUR
85,with,O
85,a,O
85,unique,O
85,shape,O
85,and,O
85,interesting,O
85,texture,O
85,for,O
85,my,O
85,eclectic,O
85,decor,O
85,?,O
86,The,O
86,rolling,O
86,office,O
86,Telephone,B-FUR
86,is,O
86,where,O
86,I,O
86,sit,O
86,for,O
86,long,O
86,hours,O
86,at,O
86,work,O
86,.,O
87,Give,O
87,me,O
87,a,O
87,TV,B-FUR
87,Telephone,B-FUR
87,with,O
87,plenty,O
87,of,O
87,storage,O
87,space,O
87,for,O
87,all,O
87,my,O
87,DVDs,O
87,and,O
87,gaming,O
87,consoles,O
87,.,O
88,I,O
88,need,O
88,a,O
88,storage,O
88,Telephone,B-FUR
88,with,O
88,a,O
88,hidden,O
88,compartment,O
88,to,O
88,keep,O
88,my,O
88,living,O
88,room,O
88,clutter-free,O
88,.,O
89,The,O
89,crooked,B-FUR
89,Azure,I-FUR
89,leather,I-FUR
89,Telephone,I-FUR
89,in,O
89,the,O
89,bedroom,O
89,is,O
89,where,O
89,I,O
89,keep,O
89,my,O
89,clothes,O
89,.,O
90,The,O
90,Television,B-FUR
90,in,O
90,the,O
90,sunroom,O
90,is,O
90,where,O
90,I,O
90,like,O
90,to,O
90,read,O
90,on,O
90,sunny,O
90,afternoons,O
90,.,O
91,The,O
91,computer,B-FUR
91,Television,B-FUR
91,in,O
91,the,O
91,office,O
91,is,O
91,very,O
91,comfortable,O
91,.,O
92,Can,O
92,you,O
92,please,O
92,give,O
92,me,O
92,a,O
92,Cyan,B-FUR
92,chubby,I-FUR
92,Television,I-FUR
92,that,O
92,can,O
92,fit,O
92,six,O
92,people,O
92,for,O
92,my,O
92,dinner,O
92,party,O
92,?,O
93,The,O
93,wooden,B-FUR
93,Fuchsia,I-FUR
93,chubby,I-FUR
93,Television,I-FUR
93,in,O
93,the,O
93,bedroom,O
93,is,O
93,where,O
93,I,O
93,keep,O
93,my,O
93,clothes,O
93,.,O
94,The,O
94,marble,B-FUR
94,Crimson,I-FUR
94,hexagonal,I-FUR
94,Television,I-FUR
94,in,O
94,the,O
94,guest,O
94,room,O
94,is,O
94,where,O
94,guests,O
94,can,O
94,hang,O
94,their,O
94,clothes,O
94,.,O
95,The,O
95,hexagonal,B-FUR
95,Television,I-FUR
95,provided,O
95,a,O
95,cozy,O
95,and,O
95,comfortable,O
95,seating,O
95,option,O
95,in,O
95,the,O
95,bedroom,O
95,.,O
96,The,O
96,computer,B-FUR
96,wicker,B-FUR
96,Fuchsia,I-FUR
96,square,I-FUR
96,Television,I-FUR
96,in,O
96,the,O
96,office,O
96,is,O
96,very,O
96,comfortable,O
96,.,O
97,The,O
97,Television,B-FUR
97,in,O
97,the,O
97,guest,O
97,room,O
97,is,O
97,where,O
97,guests,O
97,can,O
97,hang,O
97,their,O
97,clothes,O
97,.,O
98,The,O
98,Television,B-FUR
98,in,O
98,the,O
98,hallway,O
98,is,O
98,where,O
98,we,O
98,store,O
98,our,O
98,linens,B-FUR
98,.,O
99,The,O
99,triangle,B-FUR
99,Green,I-FUR
99,linen,I-FUR
99,Television,I-FUR
99,next,O
99,to,O
99,the,O
99,bed,B-FUR
99,is,O
99,where,O
99,I,O
99,keep,O
99,my,O
99,alarm,O
99,clock,O
99,.,O
100,The,O
100,low,B-FUR
100,Lime,I-FUR
100,Television,I-FUR
100,added,O
100,a,O
100,sleek,O
100,and,O
100,sophisticated,O
100,touch,O
100,to,O
100,the,O
100,sitting,O
100,area,O
100,.,O
101,The,O
101,leather,B-FUR
101,Television,I-FUR
101,added,O
101,a,O
101,bohemian,O
101,and,O
101,laid-back,O
101,feel,O
101,to,O
101,the,O
101,kitchen,O
101,counter,O
102,I,O
102,want,O
102,a,O
102,Television,B-FUR
102,with,O
102,a,O
102,unique,O
102,shape,O
102,and,O
102,vibrant,O
102,color,O
102,to,O
102,be,O
102,the,O
102,focal,O
102,point,O
102,of,O
102,my,O
102,living,O
102,room,O
102,.,O
103,Give,O
103,me,O
103,a,O
103,Television,B-FUR
103,with,O
103,a,O
103,distressed,O
103,finish,O
103,and,O
103,decorative,O
103,carvings,O
103,for,O
103,my,O
103,shabby,O
103,chic,O
103,decor,O
103,.,O
104,The,O
104,Television,B-FUR
104,in,O
104,the,O
104,basement,O
104,is,O
104,where,O
104,we,O
104,play,O
104,billiards,O
104,.,O
105,The,O
105,beanbag,O
105,Television,B-FUR
105,in,O
105,the,O
105,game,O
105,room,O
105,is,O
105,perfect,O
105,for,O
105,lounging,O
105,.,O
106,I'm,O
106,looking,O
106,for,O
106,a,O
106,broad,B-FUR
106,Television,I-FUR
106,with,O
106,a,O
106,narrow,O
106,profile,O
106,that,O
106,can,O
106,fit,O
106,in,O
106,my,O
106,small,O
106,entryway,O
106,.,O
107,I,O
107,want,O
107,a,O
107,Television,B-FUR
107,for,O
107,my,O
107,kids',O
107,"room,",O
107,with,O
107,a,O
107,ladder,O
107,and,O
107,built-in,O
107,storage,O
107,.,O
108,The,O
108,TV,B-FUR
108,Crimson,B-FUR
108,marble,I-FUR
108,chubby,I-FUR
108,Television,I-FUR
108,in,O
108,the,O
108,living,O
108,room,O
108,holds,O
108,our,O
108,television,B-FUR
108,and,O
108,sound,B-FUR
108,system.,I-FUR
109,Can,O
109,you,O
109,recommend,O
109,a,O
109,Television,B-FUR
109,that,O
109,will,O
109,fit,O
109,in,O
109,my,O
109,small,O
109,living,O
109,room,O
109,?,O
110,I,O
110,need,O
110,to,O
110,buy,O
110,a,O
110,new,O
110,Khaki,B-FUR
110,chubby,I-FUR
110,Television,I-FUR
110,for,O
110,my,O
110,growing,O
110,collection,O
110,of,O
110,novels,B-FUR
110,.,O
111,I,O
111,want,O
111,a,O
111,Television,B-FUR
111,with,O
111,a,O
111,drop-down,O
111,leaf,O
111,that,O
111,can,O
111,be,O
111,stored,O
111,away,O
111,when,O
111,not,O
111,in,O
111,use,O
111,.,O
112,The,O
112,swivel,O
112,Television,B-FUR
112,in,O
112,the,O
112,office,O
112,is,O
112,where,O
112,I,O
112,sit,O
112,to,O
112,face,O
112,different,O
112,directions,O
112,.,O
113,I'm,O
113,in,O
113,the,O
113,market,O
113,for,O
113,a,O
113,sleek,B-FUR
113,Television,I-FUR
113,with,O
113,a,O
113,built-in,O
113,charging,O
113,station,O
113,for,O
113,my,O
113,smartphone,O
113,and,O
113,tablet,B-FUR
113,.,O
114,The,O
114,marble,B-FUR
114,Television,I-FUR
114,added,O
114,a,O
114,sleek,O
114,and,O
114,modern,O
114,touch,O
114,to,O
114,the,O
114,living,O
114,room,O
114,decor,O
114,.,O
115,Can,O
115,you,O
115,recommend,O
115,a,O
115,linen,B-FUR
115,Television,I-FUR
115,with,O
115,a,O
115,hydraulic,O
115,lift,O
115,that,O
115,can,O
115,be,O
115,adjusted,O
115,to,O
115,different,O
115,heights,O
115,?,O
116,I,O
116,want,O
116,a,O
116,Television,B-FUR
116,with,O
116,a,O
116,geometric,O
116,pattern,O
116,and,O
116,bright,O
116,colors,O
116,to,O
116,add,O
116,some,O
116,flair,O
116,to,O
116,my,O
116,decor,O
116,.,O
117,I,O
117,want,O
117,a,O
117,crooked,B-FUR
117,Television,I-FUR
117,with,O
117,a,O
117,geometric,O
117,pattern,O
117,and,O
117,bright,O
117,colors,O
117,to,O
117,add,O
117,some,O
117,flair,O
117,to,O
117,my,O
117,decor,O
117,.,O
118,The,O
118,Television,B-FUR
118,in,O
118,the,O
118,bedroom,O
118,is,O
118,where,O
118,I,O
118,check,O
118,my,O
118,appearance,O
118,.,O
119,The,O
119,computer,B-FUR
119,Gray,B-FUR
119,marble,I-FUR
119,crooked,I-FUR
119,Television,I-FUR
119,in,O
119,the,O
119,office,O
119,is,O
119,very,O
119,comfortable,O
119,.,O
120,I,O
120,need,O
120,to,O
120,buy,O
120,a,O
120,new,O
120,Speaker,B-FUR
120,for,O
120,my,O
120,growing,O
120,collection,O
120,of,O
120,novels,B-FUR
120,.,O
121,Can,O
121,you,O
121,recommend,O
121,a,O
121,Speaker,B-FUR
121,that,O
121,will,O
121,fit,O
121,in,O
121,my,O
121,narrow,O
121,hallway,O
121,and,O
121,has,O
121,drawers,O
121,for,O
121,storage,O
121,?,O
122,The,O
122,Speaker,B-FUR
122,in,O
122,the,O
122,foyer,O
122,is,O
122,where,O
122,we,O
122,put,O
122,on,O
122,our,O
122,shoes,O
122,.,O
123,I,O
123,need,O
123,a,O
